   576506.400000  3225688.000000  5828416.000000  2528552.000000
  1055402.000000   701339.600000  3864216.000000  7005655.000000
  -188894.200000  6669075.000000 -1424200.000000   880577.100000
  3395934.000000    1.156817E+07  5496706.000000  4712990.000000
  1165916.000000 -3215241.000000    38336.560000
  5941226.000000   900083.600000  7991039.000000  -103131.500000
 -3352939.000000  2605096.000000    1.025469E+07  6801031.000000
   603364.100000  2973237.000000 -2919880.000000  2712781.000000
   633676.900000    1.539444E+07   120671.500000 -4277618.000000
   503461.000000 -5154820.000000    97816.690000
 -5360473.000000 -1751792.000000  2689840.000000   212920.500000
  1796921.000000   690983.500000  6704741.000000 -2614712.000000
  5043948.000000 -1753606.000000 -5418504.000000  1787091.000000
  -721550.200000  3873018.000000 -1362095.000000  5636443.000000
  1491188.000000   929866.100000  1356715.000000
 -5054040.000000  -209031.200000 -2396871.000000 -2320972.000000
  3104493.000000  1400969.000000  3879912.000000 -2239218.000000
  7129213.000000  2703494.000000  1075016.000000  2003284.000000
 -5651106.000000 -7234650.000000   736467.700000  8454478.000000
  6506669.000000  5911510.000000  3860822.000000
  3438492.000000  2970128.000000   398482.400000  3263768.000000
   810841.400000 -3936664.000000 -3717340.000000 -1308282.000000
  4566174.000000  7056185.000000  5141022.000000  2322321.000000
   937697.100000   -1.392344E+07  2186513.000000  1714723.000000
  -741912.000000  9055862.000000 -6378522.000000
  -782158.900000  3657350.000000   941567.600000  3924581.000000
  3639613.000000 -4179454.000000   -1.140893E+07   -85623.100000
  5222810.000000  6843560.000000  3161687.000000  -117086.300000
  6408906.000000 -7828044.000000   921915.300000 -3599991.000000
 -5442365.000000  1119713.000000 -4307829.000000
 -3268541.000000    83457.630000  5645291.000000  2392668.000000
  3982917.000000  1978700.000000 -9519200.000000   145189.900000
   -12607.660000  1428792.000000  5619091.000000 -3675268.000000
  -454755.500000  2044515.000000  -821824.200000 -3860497.000000
 -5855655.000000  -269452.800000    63937.300000
 -1683883.000000  1408083.000000  4564790.000000  4328007.000000
  1254257.000000  5507281.000000 -5162532.000000  2699263.000000
 -2603760.000000 -6837283.000000   -29199.590000 -2901649.000000
 -4378368.000000  3872943.000000 -2479381.000000  1290590.000000
 -2221430.000000 -1596705.000000  1360774.000000
   193911.300000 -3391676.000000  -337516.800000  5001288.000000
 -3345363.000000 -1161683.000000   915725.600000  1625668.000000
  -692665.100000 -7714906.000000    51310.040000   270406.700000
 -2098712.000000 -1693078.000000  -547796.800000  6653058.000000
  6150204.000000 -4608334.000000  -129269.500000
  2341013.000000 -5084846.000000 -6929365.000000 -2548923.000000
 -2879737.000000 -3162229.000000  4757735.000000 -1965868.000000
  3151026.000000  1662262.000000  1181151.000000  2190202.000000
   507141.000000 -4060515.000000  3134098.000000  7224843.000000
  6292900.000000 -3005073.000000 -3646943.000000
  1111033.000000  -246298.000000 -4710296.000000  2340479.000000
 -1234779.000000 -1693334.000000 -1466308.000000  -318084.700000
  6074718.000000  6405412.000000   668338.900000   558801.100000
   648593.400000 -5419326.000000  2921908.000000  2821059.000000
  1657402.000000  1663402.000000 -3657510.000000
  -860091.000000  3661216.000000  4433379.000000  4874370.000000
  -749360.500000  1109842.000000 -5726690.000000   736375.700000
  4448612.000000  4238225.000000 -1047054.000000  -633657.600000
   377653.300000 -2639752.000000  -104958.800000 -2581238.000000
   500664.500000  3070887.000000   843246.800000
   326199.000000  4103264.000000  5448168.000000  2778201.000000
  -509140.900000   273277.800000 -4822022.000000  1073092.000000
  -489123.900000  -167004.100000  1134375.000000  -494435.800000
   998758.400000  1194244.000000 -2089087.000000 -4935617.000000
  -377149.000000  -488365.600000  5298957.000000
  -617987.800000  1326197.000000  3394536.000000 -1010198.000000
  -905730.600000 -1070627.000000  -929998.900000  -676645.800000
 -2782614.000000 -1100312.000000  1571528.000000  1644465.000000
 -1723789.000000  -980513.100000   372413.000000   600758.400000
 -2270525.000000 -2468316.000000  3347094.000000
  6202964.000000  6858039.000000  6923882.000000  6840362.000000
  4568262.000000  5438563.000000  7639775.000000   573366.000000
    1.165763E+07  5922107.000000   -76983.240000  7381697.000000
  3941973.000000  7905358.000000  6180890.000000    1.409940E+07
  2322063.000000  2677571.000000  2593310.000000
   987158.900000  5599191.000000  6162464.000000   846912.300000
  9667360.000000  5439752.000000  2997441.000000  2156521.000000
    1.588895E+07  2745611.000000  2461614.000000  2814247.000000
  2053113.000000  3020718.000000 -4315705.000000    1.386455E+07
 -2423927.000000 -1119914.000000   747052.800000
  -970238.000000  6178862.000000 -5409409.000000 -2334143.000000
  3659259.000000  1831852.000000  1483347.000000  1489629.000000
  7416600.000000 -1986140.000000  7295917.000000   -61931.520000
 -2407838.000000  -983039.100000   267487.200000  4592609.000000
  4589987.000000  6644358.000000  3816829.000000
  -360844.000000  6465012.000000 -5590308.000000  2431018.000000
  1075252.000000   461357.700000  -336762.900000  2903195.000000
  2537116.000000  1972069.000000    1.117944E+07  -613559.400000
  -998510.600000  -559036.900000  2196513.000000 -8679697.000000
  3441749.000000    1.362306E+07  2902207.000000
  1060223.000000  5309716.000000  4096520.000000  6986918.000000
 -1075362.000000   257615.000000  -911841.200000 -3464103.000000
 -2015303.000000  6172850.000000  9051201.000000  6194722.000000
 -3188009.000000  2311776.000000  6276686.000000   -1.473269E+07
  4823577.000000   -97820.190000 -5021011.000000
  -517018.500000 -3129107.000000  1007893.000000  4470670.000000
  2582075.000000 -1321370.000000  2220151.000000  -703990.300000
 -9284423.000000  5632753.000000  3230708.000000  4253160.000000
  2533236.000000  -264813.100000  1226511.000000 -8647324.000000
   147831.700000 -7463161.000000 -9052591.000000
 -3551041.000000 -3834900.000000  -103150.500000  6340137.000000
  6213012.000000 -2186414.000000  3078597.000000  4477274.000000
 -9780415.000000  3015373.000000 -2556072.000000 -3581156.000000
  3628781.000000 -3107020.000000 -7659467.000000  -135916.600000
  -727041.400000  -399657.600000 -8867822.000000
  1754635.000000 -7207254.000000  3023070.000000  4813873.000000
  3266877.000000  1401858.000000  2121032.000000  4106338.000000
 -6958026.000000 -1961977.000000 -5290399.000000 -9365308.000000
  1398298.000000 -3174975.000000 -2825844.000000  3003313.000000
  -434045.400000  2215958.000000   862520.600000
  2937516.000000 -7388495.000000  2727964.000000 -5134607.000000
 -5138232.000000  -377391.900000 -1016282.000000 -3495593.000000
  -616425.600000    89287.760000  2025122.000000 -5806487.000000
 -1351397.000000   248380.000000  4195730.000000  1906984.000000
  1410411.000000  5422326.000000  5288890.000000
  2250633.000000 -3449283.000000 -1698948.000000 -4680344.000000
 -8195825.000000  1724132.000000 -3776872.000000 -1275854.000000
  4041050.000000   902387.500000  7346545.000000  5124473.000000
 -3159958.000000  2440974.000000  6429088.000000  -472875.900000
  3385712.000000  5001638.000000  2778419.000000
  -256947.600000  5824015.000000   650798.500000  1455298.000000
    22597.910000  2699516.000000 -2214977.000000  3696055.000000
  1317186.000000  1243453.000000  6168130.000000  5933611.000000
 -4419818.000000   642212.600000  2240321.000000 -4146331.000000
  3185379.000000  -252184.200000   935034.600000
  1745867.000000  4642632.000000  3986579.000000  3644616.000000
  5950911.000000  1481477.000000 -1134342.000000  3585373.000000
 -3759238.000000   365223.900000  3254971.000000  2196887.000000
 -1837426.000000  -641691.300000 -1197809.000000 -1899798.000000
  -465317.600000 -3254866.000000  1502098.000000
  1841192.000000 -3027966.000000  2059833.000000  2608063.000000
  4297663.000000 -2662874.000000    35000.830000  -822290.800000
 -4205818.000000  1923465.000000  -898954.400000   895941.100000
  3222049.000000 -1396508.000000 -2053730.000000  -190966.600000
 -3006516.000000   875706.100000   887574.800000
  2184243.000000 -3474015.000000 -1125828.000000 -1137519.000000
  -614554.200000  -749712.600000  -783425.500000 -1748032.000000
   279220.300000  -326748.900000 -2755756.000000 -2976808.000000
 -1070799.000000  3097318.000000  -254486.600000 -4014239.000000
   471074.700000  4965674.000000    28898.730000
  2395092.000000 -1113255.000000  5049148.000000  4452332.000000
    1.396584E+07  3171632.000000   367650.900000  7569943.000000
    1.362428E+07  5459842.000000  9002724.000000  9340612.000000
   662337.600000  3532407.000000  7484519.000000    1.725633E+07
  7867996.000000  8737898.000000  2312825.000000
 -2354775.000000  -995861.700000     7016.188000  7830122.000000
  9918806.000000  2483322.000000  4929356.000000  7475742.000000
    1.387324E+07  6921873.000000  8400142.000000  1685879.000000
 -2645603.000000 -1290210.000000  2620265.000000  7204800.000000
   911057.400000  5445861.000000  -312032.800000
   980350.000000   848695.900000  1234518.000000  4605872.000000
 -4221909.000000  4399803.000000   370205.500000     7230.813000
  4909025.000000  4471344.000000  9932322.000000 -3245847.000000
  2211073.000000   747983.900000 -2068904.000000 -3402275.000000
 -1676794.000000  5547891.000000    1.011774E+07
  3682326.000000  5503202.000000   474806.300000  6013560.000000
  -265141.600000  3900094.000000  1162460.000000 -1963292.000000
 -2735746.000000  3579104.000000  7164908.000000  2700749.000000
  9232076.000000  4818995.000000 -3100102.000000   -1.072929E+07
  5111487.000000  1620937.000000  2579623.000000
  2678212.000000  1434456.000000  1584652.000000  2715651.000000
  2914834.000000  7838046.000000  1568839.000000 -3032419.000000
 -6686900.000000   320874.300000  1689017.000000  4045483.000000
    1.097099E+07  9134336.000000 -1946337.000000 -8151442.000000
  2145216.000000 -2158548.000000 -6204614.000000
   737906.600000 -2013926.000000 -4642158.000000 -1182278.000000
  4311035.000000  6013560.000000  3755439.000000 -2686060.000000
 -8157682.000000   128218.500000   -99195.020000  3739739.000000
  1968354.000000  2074508.000000  1338476.000000 -7597087.000000
 -2253005.000000 -2993677.000000 -9305978.000000
 -1290143.000000  4524437.000000 -1456964.000000 -7250954.000000
  3965880.000000  7545386.000000  5503815.000000  1343833.000000
 -7702831.000000  1403861.000000 -1503738.000000   939277.900000
 -4305072.000000 -9663742.000000  1743475.000000   234334.000000
   224893.300000 -2177748.000000 -5353336.000000
 -2552835.000000  4970498.000000  5400678.000000 -9666993.000000
   753386.200000   688752.900000  1500768.000000  3452082.000000
 -4708613.000000  -435587.400000 -1785767.000000  -928264.400000
 -2055814.000000   -1.081709E+07  -391290.900000  1913540.000000
   -54431.090000  1983868.000000  1388945.000000
  1491886.000000  1151022.000000  2095630.000000 -8922944.000000
 -2006617.000000 -3265627.000000 -8705112.000000 -2419445.000000
  1848167.000000 -1007401.000000   409581.500000  -716779.400000
  4244977.000000  1233895.000000 -4872041.000000  -920959.300000
  3261503.000000  5116695.000000  7716847.000000
  4017493.000000   916687.800000 -3147147.000000 -1264758.000000
 -1104175.000000  -646705.700000 -6587592.000000   933025.400000
   111228.600000  -691846.300000  2982212.000000  2539225.000000
  7581273.000000  7627537.000000 -5921145.000000 -2816062.000000
  5478685.000000  1614374.000000  4792483.000000
   139689.400000   -42331.020000  -346346.700000  5617401.000000
  3864311.000000  3781483.000000  3230433.000000   817871.300000
 -2751330.000000   239718.000000  2404973.000000  3308181.000000
  5095212.000000  3947450.000000 -2719651.000000 -3234161.000000
   164048.000000  -866500.600000   708011.200000
  2093956.000000 -1623939.000000  1641551.000000   542487.200000
  5573980.000000  4771258.000000  3518877.000000 -1266180.000000
 -3180017.000000  1525453.000000 -2288845.000000  1373122.000000
   490741.800000  1611223.000000  2978382.000000 -2747939.000000
