 -2547518.000000   273835.700000 -3153153.000000
    29783.640000 -2153796.000000  1696899.000000 -3739770.000000
  1732578.000000  2545982.000000  1293691.000000   556959.800000
   246193.200000 -1758777.000000 -1775654.000000   325392.500000
 -4666491.000000  1206873.000000  1922787.000000 -1465852.000000
 -1272669.000000   786003.800000  1504414.000000
 -1151723.000000  -919842.600000  -529206.400000 -4477466.000000
  1419286.000000 -2053412.000000  -182850.100000  2355231.000000
  -537319.100000 -3189664.000000 -1153015.000000 -3596344.000000
 -3644159.000000  -438118.300000 -3107037.000000  1596318.000000
   452573.500000  -801563.600000  3326203.000000
 -5717748.000000 -3618206.000000  2821249.000000  6470594.000000
  5529325.000000  3675164.000000    1.418430E+07  6840262.000000
  4489276.000000  7204105.000000    1.675408E+07  5933109.000000
  2648443.000000  8035927.000000  7303427.000000  3147117.000000
  6331684.000000    1.834092E+07  4439798.000000
 -6662332.000000 -2088046.000000  3603616.000000  5813462.000000
  8714036.000000  6483603.000000  7577183.000000  6161481.000000
  5999829.000000  5678376.000000    1.704694E+07   373585.000000
  1559293.000000  2136761.000000 -4435022.000000 -3121048.000000
  -591452.500000  8083429.000000  4205249.000000
  4326169.000000  2884613.000000   339033.100000  6526901.000000
  2431716.000000   -10109.470000 -5395854.000000  1393307.000000
  1304697.000000  2152733.000000  4460161.000000  3668045.000000
    1.076302E+07 -3452140.000000 -5029149.000000 -1669890.000000
 -2100786.000000  2868549.000000  -814825.700000
  6899011.000000   702870.300000  -630763.500000  8641701.000000
 -2524751.000000  2311553.000000  2208287.000000  3298750.000000
 -2049964.000000  -262134.800000 -2157623.000000   804637.900000
  8373516.000000    1.037772E+07  3192094.000000  1006500.000000
  2943916.000000   -1.002470E+07 -2923574.000000
  2361361.000000 -1971729.000000  1820327.000000  1858595.000000
  2143636.000000  3382501.000000  1674126.000000  2017484.000000
   -98077.250000 -5379504.000000 -6224975.000000  1647153.000000
  5888303.000000  8619902.000000  4682086.000000 -1011184.000000
  9496902.000000   -1.163009E+07 -2892451.000000
  5191184.000000  2054757.000000  -294549.700000 -3443283.000000
 -1831558.000000  2508108.000000  5933265.000000  1592295.000000
  3418864.000000  2044207.000000 -8602474.000000  2161635.000000
  1610423.000000  1545412.000000  1208373.000000 -6355097.000000
  -719991.900000 -4583326.000000  1300389.000000
  6145400.000000  7117015.000000 -2884798.000000 -5680119.000000
 -1239559.000000  4205774.000000  6636047.000000  1847412.000000
   684642.700000  7294585.000000 -6434772.000000  2840361.000000
 -4860304.000000 -5997455.000000   914327.800000 -3904510.000000
 -4645680.000000  1002815.000000  1032966.000000
  6144663.000000  6837894.000000 -2693608.000000 -7735987.000000
  3018897.000000  -302784.200000  2659298.000000   274832.500000
 -4943266.000000 -1571340.000000   315625.900000  2329953.000000
 -4105539.000000 -8226305.000000   439296.300000 -3436903.000000
 -4012822.000000  1170562.000000  1130125.000000
  4998035.000000  1779552.000000   789026.400000 -3560971.000000
  5156244.000000 -4596504.000000 -7629268.000000   398264.700000
 -7477852.000000 -4135362.000000  2946087.000000   838187.600000
  3897869.000000 -1722880.000000  1440493.000000  2485366.000000
 -3476056.000000   -47371.810000  2991671.000000
  -972686.500000 -6390272.000000 -3275929.000000  2400307.000000
  3495509.000000   447007.900000 -4102535.000000  2843331.000000
 -4401989.000000 -3216050.000000   103300.700000  1720994.000000
  8439345.000000  4138793.000000   -93570.060000  3501947.000000
 -2004811.000000 -2785256.000000  3522174.000000
 -3035957.000000 -6805974.000000  1599753.000000  3338190.000000
   329582.600000  4193723.000000  4044953.000000  5997073.000000
   786306.100000 -3228003.000000 -4225576.000000  2582965.000000
  4965817.000000  5821781.000000  -435215.900000  -325169.500000
  -402804.100000 -2448828.000000   492710.700000
   202635.400000 -1492087.000000    44026.290000 -2056097.000000
   206693.100000  2043008.000000  5052966.000000  3261620.000000
   850292.200000 -2733008.000000 -3514790.000000   690291.100000
 -1205891.000000  3749488.000000 -1124284.000000  -830942.900000
  3462532.000000  -810269.200000  1296695.000000
  3586148.000000  1320889.000000 -2059882.000000 -4701012.000000
   301661.100000  -553893.100000  3621802.000000  -178064.200000
  -474153.000000  1278069.000000 -1066736.000000 -2629578.000000
  -960106.600000 -1477917.000000 -3516721.000000   744768.900000
   314994.800000   549700.300000 -1004713.000000
  1591369.000000  1372918.000000 -1784951.000000 -1447943.000000
  -644852.900000  -988682.800000  1211384.000000 -3416487.000000
  -725289.300000  3954166.000000 -1192948.000000 -1553414.000000
   -90230.340000 -1002931.000000 -4141716.000000  1470961.000000
 -1789353.000000 -4059705.000000 -1001656.000000
