-5.6187,-13.0875,-5.1812,-11.65,-0.8219,-1.6031,-6.8687,-5.9312,-6.9,-2.4937,2.85,-2.8531,9.9242,-3.2437,6.9867,9.7602,12.2016,18.1938,7.3163,27.3188,6.4848
-1.2232,-8.8638,-2.1763,-7.5045,2.7299,2.8862,-3.5201,2.8862,3.2338,5.2143,12.6752,3.3823,17.4018,-5.0826,23.3393,19.7612,25.7143,33.3705,22.683,37.6518,13.7846
0.5292,-1.9239,-0.4161,2.998,0.3339,10.537,-9.7051,13.287,13.4198,13.0761,19.4667,12.5214,27.123,9.787,30.7167,26.5605,29.6542,13.5917,31.998,14.998,28.998
8.4031,-2.1008,-4.2492,5.2552,0.0554,14.0476,4.4383,17.5633,3.2469,13.9695,9.2273,17.1101,6.1629,16.282,14.2039,7.9109,19.1883,6.9265,24.4226,9.2664,31.6726
11.3036,5.1449,11.7567,2.5419,5.559,-0.798,6.0282,7.7606,3.8798,10.038,3.4013,18.8817,6.6278,25.7099,-0.2901,7.8505,3.0849,12.2411,18.4286,7.5497,27.7411
-1.4487,0.4654,7.9497,-3.6987,8.9419,3.4204,10.1763,2.7544,4.1021,1.9615,3.0865,17.5826,5.8941,27.9107,4.5816,1.7935,7.524,6.5454,9.7701,10.9029,-4.8708
6.4647,-4.1837,3.4222,-2.6603,5.2928,5.1698,16.7538,1.0585,-3.3009,-0.0314,8.9647,10.6835,3.6241,15.8163,5.9491,7.91,4.9257,4.5253,-3.627,-0.2833,-7.1661
1.8182,-3.6584,-1.1818,-2.1271,9.7948,2.516,19.1073,1.4979,2.429,2.5135,4.4998,3.9647,10.0216,-2.5409,2.8868,-3.5565,0.6486,-4.6034,-7.9706,-6.3456,-8.2987
-0.9489,-2.7458,0.6898,2.6331,6.637,1.262,9.7542,3.098,0.5483,8.1537,3.9076,-4.4635,-0.0846,-9.0494,-7.2681,-5.401,-10.6744,-1.6588,-7.8619,-9.5807,-5.815
1.9626,3.346,2.7083,3.3206,2.9339,7.8905,-5.4845,1.4539,-6.4142,2.0018,-5.0236,-8.9142,-5.6408,-8.133,-12.6017,-9.3673,-11.0705,-2.6486,-0.5978,-11.5236,-3.0392
3.9708,-0.5006,8.4682,-0.2408,-5.0318,-4.649,-9.5865,-9.2115,-4.8834,-15.149,-5.2193,-6.61,-8.9459,-3.5084,-11.5396,-7.9146,-4.274,-2.9537,0.142,-4.4381,-6.1646
-0.0449,-2.9414,0.1465,-7.6836,-7.3399,-3.2695,-7.1367,-9.9024,-9.918,-9.6367,-7.1367,-0.9844,-8.0586,-0.9688,-5.1289,-7.7305,0.3349,-6.3711,0.8862,-0.8438,-4.4024
