-5.4987,3.8334,4.4232,0.4906,5.7201,6.5873,-2.6354,8.2514,-0.6246,8.5482,6.2904,5.931,5.5951,-0.3014,8.7045,7.8842,11.7982,3.8529,10.3451,1.0814,6.892
3.9023,1.7485,-0.3184,4.3633,2.9218,6.5117,-3.0742,1.5322,6.1133,0.458,4.2656,9.6836,-0.7227,2.8965,2.9765,5.9414,6.5039,-5.1914,10.3242,-4.2852,12.9648
2.6866,-0.5946,-0.8857,-6.9618,-3.704,-3.8446,0.7545,-0.7782,0.9884,2.9718,-6.6571,14.4913,-8.1493,10.7725,-0.5771,6.1397,3.1632,-3.2782,11.1319,-6.9931,16.4132
6.0196,1.2579,4.668,-12.8866,8.5665,-2.623,6.9024,0.0528,2.3126,-0.6498,-1.4692,9.1915,-4.0741,17.0509,-5.4413,12.4884,-9.2773,-0.2939,8.5977,-2.3202,20.8946
1.2323,2.2548,-2.0519,-2.5714,8.8896,-3.4073,9.7958,-4.6964,5.3427,-7.9542,-2.0128,4.1239,-1.5245,12.6239,-4.8761,16.8739,-5.2823,0.5451,0.5521,-4.2979,5.6317
-0.2146,3.1799,-5.4099,-3.6677,0.3596,-3.8787,7.2073,-3.2224,10.1526,-3.574,2.2424,-5.1599,-1.2459,10.9807,-0.4138,13.5276,-3.2771,-0.8884,-3.2771,-3.3474,0.2251
1.7261,6.8047,-6.039,-2.9765,-5.4843,-3.2812,7.0391,-2.289,12.9766,-5.5624,-1.4062,-1.4374,-0.9921,4.7852,-0.7265,3.918,-3.9313,-0.9899,2.5882,-2.4665,1.2699
-0.8956,10.3856,-2.9191,-0.1708,0.2821,-1.9425,8.6981,-0.4384,8.1825,-1.7531,-2.1281,-0.8536,2.9896,0.599,5.6224,3.5052,-9.0885,-1.1141,5.3412,3.3959,0.7357
-3.7347,11.1559,-3.2503,1.4606,-2.3782,-5.2542,2.8356,0.0739,3.0153,-2.7387,-3.2455,3.1392,-0.7963,0.8267,3.1314,5.8345,-11.3998,1.1548,2.1627,7.4127,-2.6079
-2.9568,4.8245,-2.8445,0.3636,-1.895,0.0491,-0.7029,1.8459,2.3537,-7.4353,-2.947,7.1975,5.2444,0.9787,3.3069,2.9241,-6.9431,0.7756,0.9905,2.3772,-3.4353
0.5549,0.9905,-1.2036,-1.0468,6.8733,-2.6833,2.8577,1.9593,4.3186,-8.7204,-3.3337,0.6175,4.7874,-2.7517,1.4358,-0.4304,-4.5056,0.2347,-4.7712,1.1546,0.9749
-1.6146,2.4557,-8.017,-0.0384,3.7721,-1.2347,1.1217,1.987,0.1857,-7.392,-2.7357,-1.8822,1.9245,-2.8412,0.778,0.11,-3.7865,-0.0189,-6.1029,-1.3177,-1.1752
-0.9803,1.7443,-11.4569,-3.4842,-1.9725,-3.2733,-4.4881,3.2228,-0.4286,-3.6991,-1.4471,-6.285,0.069,-0.4891,2.1408,2.3478,-2.5311,1.5197,-2.5428,1.5255,-0.6249
2.0897,0.0631,-5.1994,-3.9259,-5.2072,-3.0626,-5.9806,2.1073,0.2368,-1.6583,-1.7345,-3.8791,0.8133,1.2518,-0.3976,2.3749,-1.463,3.6209,3.4217,-0.5871,2.9491
2.1226,-1.2329,-1.7856,-1.8657,-5.4868,-3.4555,0.292,1.1402,1.3003,-2.8305,-0.3652,-2.5571,0.7027,-3.7876,-0.5483,4.5054,1.7906,4.2632,-2.9009,-1.2993,4.607
0.8679,-0.1041,-1.5247,-1.595,-2.7239,1.5104,-0.7068,-0.7962,2.2761,-2.3216,4.7917,3.5925,0.2067,6.2448,0.091,5.9245,-2.1028,-1.9993,-1.0843,2.6198,-0.7142

1.7123,-5.733,2.6693,4.1888,-4.2799,6.8138,1.0599,9.0795,3.3529,8.2982,4.6732,9.4076,5.8138,7.6107,3.8725,1.7572,8.5326,7.3295,14.3139,4.0482,10.017
8.6758,-9.1133,3.9336,2.0254,0.372,5.3476,7.9492,4.3281,-0.5449,0.6894,1.6465,3.2441,1.6372,8.7461,0.6592,7.8555,2.4746,-3.9571,9.0586,-7.8008,15.3554
-1.829,-3.1415,2.1495,4.296,0.477,-7.3603,9.0694,-3.1923,3.5499,-0.9091,-5.9306,7.3897,-10.2275,15.6632,-4.0243,10.46,-1.1825,-3.0126,3.3429,-0.7939,14.4913
3.3009,4.0118,6.3087,1.1056,4.004,-10.5585,11.0821,-0.7709,5.9259,-4.7812,-4.5702,2.9454,0.2579,12.9884,-3.7929,16.5196,-6.4882,1.5391,-2.748,-0.6259,10.5821
1.7333,4.5224,-2.1495,-2.7042,0.3139,-2.5987,11.4989,-0.8507,10.2958,-7.2276,0.3021,-7.4698,-1.8644,8.2958,-1.7394,15.5458,-3.548,4.3856,-0.129,-6.4464,1.2938
-0.5212,5.7073,-2.7068,2.6604,-4.8084,-4.4724,1.2756,-2.3279,10.7151,-4.1443,5.2541,-6.5818,1.0593,-3.0349,-2.5466,8.7698,-5.0662,5.637,-3.0857,-6.6052,1.0953
-0.7968,3.8946,-3.6406,7.1719,-3.5468,-2.4921,0.7881,-3.1953,10.1016,-1.1523,5.4688,-2.1249,-4.0781,-0.1816,-0.9609,4.336,-0.9684,-0.609,-2.3805,-0.5719,5.1234
-3.8449,4.9559,-2.4074,11.3231,-3.8331,-4.9894,0.4325,-1.2413,5.745,-1.6242,5.2215,-2.1417,1.0873,-1.2222,1.8334,1.6107,-0.2799,-2.0641,-7.3463,-0.1002,3.8412
-3.6233,9.2497,-4.5628,8.0153,-2.5345,-5.2737,-1.8436,0.7848,1.4099,3.3423,-3.6205,-3.3354,-4.3569,3.8892,3.4752,1.1626,-4.5248,-2.7309,-5.3139,3.7798,0.5962
0.1956,4.8089,0.2425,2.1995,-2.8698,-2.617,2.7366,0.5412,0.5334,0.0569,-4.865,-8.9197,-1.7327,2.8147,10.385,-0.4783,-4.0838,-0.2693,-3.697,1.2912,-0.1912
-1.9841,-1.9694,0.2054,0.5979,-3.9821,-3.9079,7.389,3.2171,2.6077,-2.572,-3.4196,-4.9314,-1.3444,-1.1843,5.1936,-0.2165,-3.4001,-0.5661,-3.4626,-1.0127,-4.5095
0.2272,1.1569,-3.181,2.9283,-9.7826,-3.3646,1.1764,2.9166,-1.1722,-1.9134,-2.642,-4.2435,-2.2689,-4.9623,5.2721,1.1315,-1.6869,0.2682,-2.6068,0.7682,-2.9857
0.1881,1.6583,-3.2342,-0.1156,-6.8475,-5.2928,-3.0233,1.4708,-2.0819,-0.0912,-1.1502,-4.1991,-1.3729,-5.4725,1.0314,-1.6581,-1.0194,2.6603,-0.5096,1.0167,-0.2264
-1.1623,-2.7345,0.7313,-0.7843,-4.2775,-3.6564,-6.6837,2.4413,-2.6916,0.3666,0.1234,-0.7462,-1.381,-2.0431,2.3319,-1.3048,-1.8204,3.0624,-0.421,1.5721,5.3241
-1.6899,-4.2758,0.2974,-2.354,-3.0063,-3.7485,-3.7915,-0.6958,-3.6352,-1.6567,2.4234,-1.9067,2.3062,1.3277,-0.1052,1.2749,-0.8354,7.396,-1.4009,-1.6684,-0.8305
-4.4427,-2.2689,0.2067,-0.5626,-2.2825,-2.1224,-2.4544,2.1393,0.6247,-1.6985,3.9401,2.4558,1.819,3.5495,4.6433,6.1042,0.9909,6.862,-1.1566,-2.6849,-0.9173

-0.1051,-11.983,1.4642,-0.7291,1.2045,1.2826,5.3451,11.0951,-1.4733,9.0482,5.7123,7.5013,3.7943,8.6576,4.1107,4.7748,2.0072,8.9076,10.0014,5.9779,15.1576
7.4648,-2.5352,3.9453,-2.9883,1.2667,4.3398,4.0195,4.6758,2.9433,2.2139,2.5957,1.2615,0.1445,5.1836,-0.9922,5.3711,-0.4961,10.1992,4.6719,-6.6914,14.7461
-4.3446,4.8976,-1.1259,-2.747,3.253,-5.4696,2.4269,-7.1181,5.5226,-2.0321,3.4132,-0.6337,-6.5478,11.9757,-8.5243,15.6475,-2.2978,10.2725,-3.372,-2.5478,3.3116
-6.7695,11.5196,4.3555,3.0743,4.293,-15.1679,4.3712,-4.1484,11.7384,-2.9394,6.254,-4.2812,-0.2304,3.4415,-2.4706,16.3321,-2.1737,17.2071,-9.2304,-0.0146,-3.0273
0.9918,7.6161,-1.5089,4.9755,-1.5245,-0.5616,0.5473,-1.7042,12.4833,-2.8058,8.9677,-8.3604,-0.4347,-4.6026,-0.7433,17.9989,-4.2589,17.6552,-8.5948,2.9208,-2.6964
-0.7439,6.1135,1.6545,7.4495,-5.699,-1.0525,-2.0232,-4.1599,4.0901,-1.8591,11.262,-2.9412,6.4416,-2.2302,-3.5193,1.6282,0.2248,6.0432,-6.4568,4.7854,-1.2788
-4.8046,0.8521,1.5799,8.2501,-5.2421,3.2364,-0.7226,-2.2031,6.9532,-3.0312,13.1329,-3.9687,5.6329,-1.5898,-5.4765,2.5489,7.264,2.9203,-4.2204,-0.5563,1.433
-4.1495,-1.9503,-3.1339,6.1122,-3.5206,7.0653,-2.1495,-4.9816,2.7997,-2.6847,2.7606,-3.2472,0.1459,-0.4616,-1.3858,-0.1842,5.8021,1.681,-9.5104,-0.194,1.2513
-4.9847,5.1013,-4.93,9.3278,-1.9407,7.9997,-0.9652,-5.7581,-1.0677,3.3502,1.9322,-1.3901,-2.8334,0.5298,-2.3583,1.9322,6.6314,2.9673,-8.6264,0.1587,1.5338
-6.0114,-1.7248,-1.4109,0.8479,-3.029,-2.0487,3.4709,-5.1306,0.842,2.4944,2.7522,-7.0681,-3.6384,-1.2664,3.2522,-0.3279,8.0725,0.4006,-6.3416,2.2912,-2.0633
-4.1287,-0.4812,-1.5222,0.4788,-2.6403,-1.8855,-1.8015,-3.7829,3.8421,6.5374,1.9515,-8.697,-1.9743,-0.6892,1.2054,-2.6169,4.4905,2.303,-4.5017,1.1233,-4.697
-2.2201,3.2721,1.3248,2.2682,-8.1107,-2.7357,-3.6459,-4.0795,-1.5306,6.069,-0.3541,-5.1967,-0.9252,-4.9076,-0.5848,-3.7748,3.3658,3.3658,-1.7416,1.3834,-2.8295
-2.9569,1.7189,2.0822,-0.2323,-6.8475,-3.2069,-3.3905,-3.7459,-6.3475,4.9415,1.2892,-1.6932,0.7667,-3.6053,-1.8358,-2.3124,1.9337,4.1837,-2.1483,1.8517,-0.7508
-4.8478,-3.8947,2.9491,-1.4494,-1.2306,-0.7775,-5.3009,-3.0119,-5.7619,3.6952,3.3631,-1.6818,0.3248,-2.172,-0.0434,-1.1056,1.3182,0.4461,-2.8947,2.0213,2.2108
-4.6821,-7.8071,2.8726,-0.4819,-1.9087,-0.73,-1.9321,-1.102,-1.6411,0.6187,0.0047,-3.1587,1.7124,-1.0395,0.0763,4.9507,0.4356,8.7554,0.4693,6.3726,-1.5278
-3.7591,-4.7786,-0.2,0.1872,-2.2064,-0.0096,-2.0618,0.3981,-0.2828,1.0515,0.9128,-2.6107,1.6862,-1.0931,-3.3685,5.4636,1.2272,4.9479,-1.388,6.0886,-1.8353
